createdAt;updatedAt;importId;externalId;source;title;subtitle;externalLink;state;types;isbn10;isbn13;releaseDate;description;remoteImageUrl;thumbnailRemoteImageUrl;externalAverageRating;userRating;pages;languages;purchaseDate;series;location;bookcase;shelf;authors;publishers;categories;tags;readingStatus;startReading;endReading
2021-05-30;2021-06-08;C3A3B783-ED78-4D65-81A9-10E4B64A1718;rRvXAAAAMAAJ;GOOGLE_BOOKS;Immanuel Kant;;http://books.google.de/books?id=rRvXAAAAMAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3499506599;9783499506598;;"Immanuel Kant gilt als der Philosoph der Pflicht und des kategorischen Imperativs. ER war in der Tat der Vordenker der preuSSischen Tugenden - aber darin erschopft sich seine Bedeutung keineswegs. SEin Hauptwerk ""Kritik der reinen Vernunft"" hat dem philosophischen Denken die Nuchternheit der Moderne verschafft. KAnts geordneten Lebensweg und die kuhl-revolutionare Kraft seiner kritischen Philosophie vergegenwartigt diese Monographie.";http://books.google.com/books/content?id=rRvXAAAAMAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE71ooN2Jzb_BeF0pMSDA97wGceIEA9Fg_cnnCT2XXEBPBqWarK5nKxeHylkxcAVf8eUW3PIdAJ--qhRjkPkSuUxdk2Wsjjfpf-jH6UXcICsb-VJ30oHGCcTfA3Vka9Rln-Bkx81l&source=gbs_api;http://books.google.com/books/content?id=rRvXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72NXIFdLJkFcZzEQft2_kMlGOjB2kpzzSbPuxzRvfCGF1d_ISVP98oIa2_He7C1GDy-fc4zA6MgfvuRTrq-5DRRxvRbwDJmzZpe6wn8StFTvSoqLdYSodJmhwFWupfhuX61W4xI&source=gbs_api;;;185;de;;;;;;Schultz,Uwe;Rowohlt-Taschenbuch-Verlag;;;read;2021-05-30;2021-06-08
2022-11-23;2022-11-28;migrated-book-60618CEA-63F1-460D-AC58-BE747271AFF4;;USER;Jenseits von Gut und Böse;;;BOOKSHELF;EBOOK;;;;;;;;;92;;;;;;;Nietzsche,Friedrich;Public Domain;;;read;2022-11-23;2022-11-28
2023-03-24;2023-03-28;40BE2035-930F-4F9E-AAAE-F8F155880868;Mh2uOgAACAAJ;GOOGLE_BOOKS;John Rabe;;http://books.google.de/books?id=Mh2uOgAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3442470404;9783442470402;2009-01-01;;http://books.google.com/books/content?id=Mh2uOgAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70Cl7xaQGJY2B7i5Y85-gi4jpUhow4b09ijlIiSwkl_DcHZFvEcDiLel1O4P-tOGq4PH8hd_r3_-bwheBQH2vA8fFfxdxQx1IKO2g5nod10NT3Rb8LUmq3A9NDtg_mKcAF_tY0f&source=gbs_api;http://books.google.com/books/content?id=Mh2uOgAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE70Cl7xaQGJY2B7i5Y85-gi4jpUhow4b09ijlIiSwkl_DcHZFvEcDiLel1O4P-tOGq4PH8hd_r3_-bwheBQH2vA8fFfxdxQx1IKO2g5nod10NT3Rb8LUmq3A9NDtg_mKcAF_tY0f&source=gbs_api;;;478;de;;;;;;"Rabe,John;Rabe,John";Goldmann;;;read;2023-03-24;2023-03-28
2022-04-19;2022-05-11;DCD2B6E1-77A3-4C13-8806-4B92004CD3C6;HoPtDwAAQBAJ;GOOGLE_BOOKS;Kennen wir uns?;;http://books.google.de/books?id=HoPtDwAAQBAJ&hl=&source=gbs_api;BOOKSHELF;EBOOK;3593444984;9783593444987;2020-08-19;Was die moderne Psychologie erst seit Kurzem entdeckt, wissen Mentalisten schon lange: Menschen sind vorhersehbar. Timon Krause nimmt dich mit auf eine Reise durch die geheimnisvolle Methodik des Cold Reading: die Kunst, scheinbar aus dem Nichts alles über dein Gegenüber zu wissen. Leicht verständlich erklärt er, wie man auf authentische Weise unmittelbares Vertrauen bei seinen Gesprächspartnern weckt. Auf dem Weg berichtet er von aberwitzigen, spannenden und manchmal gruseligen Ereignissen aus dem Leben als Mentalist. Mit Cold Reading öffnest auch du privat und beruflich mit Leichtigkeit neue Türen!;http://books.google.com/books/publisher/content?id=HoPtDwAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE73oPybTSg5oxCEZpVZDBV29mGVYolpSKNyk_izzrsKlrTVSETXK3zWADPb1HwqSdNCyqXF1Vj7gDHW_1fmIoH9vGPCMRTRlvtqJ37PwjIe4Ml9kMPxObqEkoK3wKUVckRzXT2s5&source=gbs_api;http://books.google.com/books/publisher/content?id=HoPtDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE71Sqd8Z0aHLs8xOMzXRt9trV4dEfGOCWZxFt_xN6ClDynk4iaX7PtMi6zl3kG9X7KLi90JbAbVTWccPpAs6oKrDZQ6ZEzJ1IwUfsVUEaK4AO7XfWaE9ATCTvDjQ4ZQsPrGimB83&source=gbs_api;;;239;de;;;;;;Krause,Timon;Campus Verlag;"Business & Economics;Careers;General;Personal Growth;Self-Help";;read;2022-05-01;2022-05-05
2021-01-21;2021-02-07;FED4DF92-6020-4077-ADDD-94EADABD5605;09PDzQEACAAJ;GOOGLE_BOOKS;Kryptowährungen;;http://books.google.de/books?id=09PDzQEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;;;;;;;3.0;;;;;;;;;Hosp,Julian;Deutsche Nationalbibliothek;Finance;Krypto|||#4CFF4D;read;2021-02-07;2021-02-07
2021-04-18;2021-04-19;9C29186A-69BA-4D5E-BC03-C956C4FCAB20;4244298;GOODREADS;Kunst zu beleidigen;;https://www.goodreads.com/book/show/4244298-kunst-zu-beleidigen;BOOKSHELF;PAPERBACK;3406476058;9783406476051;2002-02-20;;;;1.0;;110;;;;;;;Schopenhauer,Arthur;C. H. Beck Verlag;Philosophie;;read;2021-04-19;2021-04-19
2022-07-28;2022-08-01;0773A8E8-3E3D-4192-92E2-83C4BA9D4A77;LEqMDwAAQBAJ;GOOGLE_BOOKS;Mama's Last Hug;;http://books.google.de/books?id=LEqMDwAAQBAJ&printsec=frontcover&dq=Mamas+last+hug&hl=&cd=1&source=gbs_api;BOOKSHELF;EBOOK;1783784121;9781783784127;2019-03-14;Mama's Last Hug opens with the moving farewell between Mama, a dying chimpanzee matriarch, and her human friend, a professor who inspired the author's work. Their parting, the video of which has been watched by millions online, is not only a window into the deep bonds they shared, but into the remarkable emotional capacities of animals. In this groundbreaking and entertaining book, primatologist Frans de Waal draws on his renowned studies of the social and emotional lives of chimpanzees, bonobos and other primates, and personal encounters with many other species, to illuminate new ideas and findings about animal emotions: joy, grief, shame, love, pain and happiness. Exploring the facial expressions of animals, human and animal politics, and animal consciousness, de Waal illustrates how profoundly we have underestimated animals' emotional experiences. He argues that emotions occupy a far more significant place in the way we organise our societies than a more rationalist approach would advocate. His radical proposal is that emotions are like organs: humans haven't a single organ that other animals don't have, and the same can be said of our emotions.;http://books.google.com/books/publisher/content?id=LEqMDwAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE73sPeJ_t2mkfIin__4LC2MR2hM3y5zG5bMHIf_4cWjRXLDE502kvg1Dry2x5vKRfntWr7a2f1IpZSrkvXLWb5_cHWmYq5h_63wAggdEo0AOQlTyyVtOqQ3nglBtfSHDDhzeb4O2&source=gbs_api;http://books.google.com/books/content?id=LEqMDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api;4.0;;264;en;;;;;;Waal,Frans de;Granta Books;Science;;read;2022-07-28;2022-08-01
2022-12-22;2022-12-25;3EAA5273-7DB1-46F4-87A1-DF235EEAEDF3;3332154;GOODREADS;Märchen, Mythen, Träume;;https://www.goodreads.com/book/show/3332154-m-rchen-mythen-tr-ume;BOOKSHELF;PAPERBACK;3499174480;9783499174483;;"Renowned psychoanalyst Erich Fromm investigates the universal language of symbols, expressed through dream and myths, and how it illuminates our humanity

In this study, Erich Fromm opens up the world of symbolic language, “the one foreign language that each of us must learn.” Understanding symbols, he posits, helps us reach the hidden layers of our individual personalities, as well as connect with our common human experiences.

By grasping the symbolic language of dreams, Fromm explains, we can then also understand the deeper wisdom of myths, art, and literature. This also gives us access to what we, and our society, usually repress. Fromm shares the history of dream interpretations, and demonstrates his analysis of many types of dreams.";https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330870899l/3332154._SY160_.jpg;https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1330870899l/3332154._SY160_.jpg;3.82;;184;;;;;;;Fromm,Erich;;;;read;2022-12-22;2022-12-25
2021-02-09;2021-03-10;DA89747C-88A7-426B-B165-D991CC481505;24a_o-VJvGsC;GOOGLE_BOOKS;Meditations;;http://books.google.de/books?id=24a_o-VJvGsC&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;158836173X;9781588361738;2002-05-14;"Nearly two thousand years after it was written, Meditations remains profoundly relevant for anyone seeking to lead a meaningful life.

Few ancient works have been as influential as the Meditations of Marcus Aurelius, philosopher and emperor of Rome (A.D. 161–180). A series of spiritual exercises filled with wisdom, practical guidance, and profound understanding of human behavior, it remains one of the greatest works of spiritual and ethical reflection ever written. Marcus’s insights and advice—on everything from living in the world to coping with adversity and interacting with others—have made the Meditations required reading for statesmen and philosophers alike, while generations of ordinary readers have responded to the straightforward intimacy of his style. For anyone who struggles to reconcile the demands of leadership with a concern for personal integrity and spiritual well-being, the Meditations remains as relevant now as it was two thousand years ago.";http://books.google.com/books/content?id=24a_o-VJvGsC&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE72uLfSVaXHIHorqLsbghRMM0dLZ99OGMIlHAp20DnIlJSmjk9EN8gP0ZUL7vhB04wD9ISeqc-qTNimLwKnmjTqq9cQzI-pz3ipo49GkvvJQFs_tkHKlqa3-oHnFQWNvTuTORXAl&source=gbs_api;http://books.google.com/books/content?id=24a_o-VJvGsC&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE70Gg5dXycIBaaO_I2K7GDCzdxjwUJ57HO25wkRxPjSoyJZr6XrRPl2PtUUOT3sOkOp4tzO_0HyEMXXrvlw6pDKcMitQnLKwc0_bpd5MaxoXUS0IG5YpC4B1SbTBkYEHqEUchsat&source=gbs_api;3.0;;256;;;;;;;Aurelius,Marcus;Random House Publishing Group;Philosophie;"Antique|||#6666FFFFFFFFFFFFFFFF;Philosophie|||#100C14C";read;2021-02-15;2021-02-21
2022-06-07;2022-08-01;AE507420-6831-4196-B44A-211EFEA67BAE;A6A60AXn4CQC;GOOGLE_BOOKS;Memoirs of the Second World War;;http://books.google.de/books?id=A6A60AXn4CQC&dq=isbn:0395599687&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;0395599687;9780395599686;;Surveys the war and its politics;;http://books.google.com/books/content?id=A6A60AXn4CQC&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;1065;en;;;;;;Churchill,Winston;Harper Paperbacks;Biography & Autobiography;;read;2022-06-08;2022-07-03
2023-01-15;2023-01-18;FDB60CD6-CD5A-46AF-A0C8-5F7DDAB1439B;_jBnAAAAMAAJ;GOOGLE_BOOKS;Mir selber seltsam fremd;;http://books.google.de/books?id=_jBnAAAAMAAJ&dq=isbn:3546003454&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3546003454;9783546003452;2003-01-01;"En tysk soldats erindringer fra Ruslandsfelttoget, 1941-44. KGB har også bogen i engelsk oversættelse ""A Stranger to Myself"" se ISBN: 0374139784/ SYS: 59002";http://books.google.com/books/content?id=_jBnAAAAMAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE70Rki2Rua4vNw3C-sQxP5lR7zYQ8hFDw7TBIs01AXkSbNXJK_KViPyZy3tFCIG788zJCwLGblsq7aYWn6rbNvkRf5NV493J_ix_qkTPmzBGTOMmrkcoYIW_UV76139WZ4l1hoGP&source=gbs_api;http://books.google.com/books/content?id=_jBnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;5.0;;283;de;;;;;;;Claassen;;;read;2023-01-15;2023-01-18
2021-12-09;2021-12-09;EF8EF864-A816-4AA1-88C7-71D17E9181AF;JvGsGAAACAAJ;GOOGLE_BOOKS;Napoleon;;http://books.google.de/books?id=JvGsGAAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;372052860X;9783720528603;;;;http://books.google.com/books/content?id=JvGsGAAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE73bfnw9fiuW-3eNGXdaG8eK52PHaEUWbQB0B-bt9hKrGovyUrmS8dmRDBxoioKkTwKisa8EDJJ_oG5RJml4Q3R3_wPkzlq6vDMi1s9SklcfSYE4kkRptkgRZBz23ERSiG3O1BM_&source=gbs_api;;;331;de;;;;;;Herre,Franz;Hugendubel;;;read;2021-12-09;2021-12-09
2022-04-15;2022-05-11;58CCE96D-3DAB-419A-8026-32EF0239A325;RmdqCgAAQBAJ;GOOGLE_BOOKS;Never Split the Difference;;http://books.google.de/books?id=RmdqCgAAQBAJ&hl=&source=gbs_api;BOOKSHELF;EBOOK;0062407813;9780062407818;2016-05-17;<p>A former international hostage negotiator for the FBI offers a new, field-tested approach to high-stakes negotiations—whether in the boardroom or at home.</p><p>After a stint policing the rough streets of Kansas City, Missouri, Chris Voss joined the FBI, where his career as a hostage negotiator brought him face-to-face with a range of criminals, including bank robbers and terrorists. Reaching the pinnacle of his profession, he became the FBI’s lead international kidnapping negotiator. Never Split the Difference takes you inside the world of high-stakes negotiations and into Voss’s head, revealing the skills that helped him and his colleagues succeed where it mattered most: saving lives. In this practical guide, he shares the nine effective principles—counterintuitive tactics and strategies—you too can use to become more persuasive in both your professional and personal life.</p><p>Life is a series of negotiations you should be prepared for: buying a car, negotiating a salary, buying a home, renegotiating rent, deliberating with your partner. Taking emotional intelligence and intuition to the next level, Never Split the Difference gives you the competitive edge in any discussion.</p>;http://books.google.com/books/publisher/content?id=RmdqCgAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE71aLb3xBl9u-VN5pzoxdezA37FScqiiNQCkAq-OFWP51KkjFbBX_5eU9n9Z6wu15E11knsYuTSHIe0H6FN1wpgC2-QRhkbk7zDjqlZxcByOa_4PkRZmLqUhqccp65SRrUdXJ0Ym&source=gbs_api;http://books.google.com/books/publisher/content?id=RmdqCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72No8wLmZQb-vlvpF1wNowbBXR77bKjh8036nuPi0dTlh1k58X3twQ-2dLXsMjS9nvG5b7kRyhogP7aDXs4oHzx8KiM0dKndA16Rgu2q4ff-rSXRw-ndSKXKWga3b5vhXr5yEXe&source=gbs_api;4.0;;288;en;;;;;;"Raz,Tahl;Voss,Chris";HarperCollins;"Business & Economics;Business Communication;General;Negotiating;Personal Growth;Self-Help;Success";;read;2022-04-15;2022-04-20
2022-09-24;2022-09-26;6AAC4C51-C9EF-4E45-A8A6-F4FF0F347D81;III7DwAAQBAJ;GOOGLE_BOOKS;Nietzsche in 60 Minuten;;http://books.google.de/books?id=III7DwAAQBAJ&pg=PA146&dq=Ziegler+nietzsche&hl=&cd=4&source=gbs_api;BOOKSHELF;EBOOK;3744864820;9783744864824;2017-11-22;"Friedrich Nietzsche gilt unter allen Philosophen als der Provokativste und Umstrittenste. Denn er hat eine ungeheure Forderung aufgestellt. Wir modernen Menschen müssen uns weiterentwickeln und zu ""Übermenschen"" werden. Das bedeutet vor allem, die Frage nach dem Sinn des Lebens völlig neu zu beantworten. In früheren Zeiten konnten wir unsere Identität und unseren Lebenssinn noch aus der Religion gewinnen. Das geht heute nicht mehr, denn so Nietzsche: ""Gott ist tot!"". Dieser kleine Satz ging um die ganze Welt. Der Mensch, so Nietzsche, hat sich nach vielen Jahrhunderten vom Jenseitsglauben befreit und kann nun sein Leben selbst in die Hand nehmen. Doch die meisten Menschen schaffen es nicht, die Leere zu ertragen, die der Tod Gottes hinterlassen hat. Sie suchen ihr Seelenheil in diesseitigen Heilsversprechen wie dem Nationalismus, dem Sozialismus, dem Antisemitismus oder dem Kapitalismus. Statt neuen Götzen, so Nietzsche, sollten wir endlich uns selbst vertrauen, unsere Freiheit nützen und unseren ""Willen zur Macht"" entfalten. Der ""Wille zur Macht"" ist als Potential und Triebkraft in allen Pflanzen, Tieren und Menschen gleichermaßen angelegt. So wie die Blumen sich nach der Sonne strecken und die Tiere nach Nahrung suchen, müssen auch wir Menschen unser Leben jeden Tag sichern und steigern. Im Alltag kommt man nicht umhin, dies auch auf Kosten anderer zu tun. Wer sich beispielsweise auf einen Abteilungsleiterjob bewirbt und diesen bekommt, verursacht zwangsläufig Enttäuschung bei den abgelehnten Mitbewerbern. ""Man fördert sein Ich stets auf Kosten des Andern"", so Nietzsche. Und dennoch äußert sich der ""Wille zur Macht"" sehr unterschiedlich. Der Künstler, der Familienvater, der Politiker, der Unternehmer, der Angestellte und überhaupt jeder Mensch muss seinen ganz eigenen Weg zur Selbstentfaltung finden. ""Werde, der du bist!"" und ""Sei dein eigener Gesetzgeber!"", empfiehlt uns Nietzsche. Was aber bedeutet das konkret? Kann ich tatsächlich mein eigener Gesetzgeber werden? Muss ich mich dann an keine Moral mehr halten? Und vor allem - wie können wir konkret zum ""Übermenschen"" werden? Nietzsche gibt brandaktuelle und spannende Antworten. Das Buch ""Nietzsche in 60 Minuten"" erklärt seine furiose Philosophie Schritt für Schritt anhand von 160 seiner bedeutendsten Zitate. Im Kapitel ""Was nützt uns Nietzsches Entdeckung heute?"" wird seine zeitlos gültige Botschaft präzisiert. Das Buch ist in der beliebten Reihe ""Große Denker in 60 Minuten"" erschienen.";http://books.google.com/books/publisher/content?id=III7DwAAQBAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE72SjVr1JtF7F3Srhm9qCyga2KINtLBNPbw8qzwN8kkKHZYhjXdMw4PUFc9sh8Cd0FxOalFS9ghfbm1ZCVeWpyAE4VdQoGy9oczDslTIBZOeCe8K6swH0wtVzfZy3IkyhZRPDZu6&source=gbs_api;http://books.google.com/books/content?id=III7DwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;152;de;;;;;;Ziegler,Walther;BoD – Books on Demand;Philosophy;;read;2022-09-24;2022-09-26
2022-09-22;2022-09-22;F3116FE1-06F3-4531-ABB8-967A1E5D5A5A;RAXrHAAACAAJ;GOOGLE_BOOKS;O Mensch! Gib acht!;;http://books.google.de/books?id=RAXrHAAACAAJ&dq=Oh+mensch+gib+acht+nietzsche&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;;;1994-01-01;;;;;;40;de;;;;;;Nietzsche,Friedrich;Kabel;;;read;2022-09-22;2022-09-22
2021-04-10;2022-09-11;9C25076A-88F1-4281-9041-A2AF87DE5777;C3Q1DAAAQBAJ;GOOGLE_BOOKS;Ordinary Men;;http://books.google.de/books?id=C3Q1DAAAQBAJ&hl=&source=gbs_api;BOOKSHELF;EBOOK;0062303031;9780062303035;2017-02-28;"<p>“A remarkable—and singularly chilling—glimpse of human behavior. . .This meticulously researched book...represents a major contribution to the literature of the Holocaust.""—Newsweek <br></p><p>Christopher R. Browning’s shocking account of how a unit of average middle-aged Germans became the cold-blooded murderers of tens of thousands of Jews—now with a new afterword and additional photographs.</p><p>Ordinary Men is the true story of Reserve Police Battalion 101 of the German Order Police, which was responsible for mass shootings as well as round-ups of Jewish people for deportation to Nazi death camps in Poland in 1942. Browning argues that most of the men of RPB 101 were not fanatical Nazis but, rather, ordinary middle-aged, working-class men who committed these atrocities out of a mixture of motives, including the group dynamics of conformity, deference to authority, role adaptation, and the altering of moral norms to justify their actions. Very quickly three groups emerged within the battalion: a core of eager killers, a plurality who carried out their duties reliably but without initiative, and a small minority who evaded participation in the acts of killing without diminishing the murderous efficiency of the battalion whatsoever.<br><br>While this book discusses a specific Reserve Unit during WWII, the general argument Browning makes is that most people succumb to the pressures of a group setting and commit actions they would never do of their own volition.  <br><br>Ordinary Men is a powerful, chilling, and important work with themes and arguments that continue to resonate today.  </p>";http://books.google.com/books/publisher/content?id=C3Q1DAAAQBAJ&printsec=frontcover&img=1&zoom=2&edge=curl&imgtk=AFLRE70VT8dmFXOmHD8m3Kt2rtItT6i3sXOm4000CBiuF0-hgJxmTXtYsOpyl76mY9N3hTR-ZUSiVZxJfXR9y1AAYdmnb50n16Kbre3TK2PjNVyWLPE6sOm8yipl7o94UBCsMBfFX9n8&source=gbs_api;http://books.google.com/books/publisher/content?id=C3Q1DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&imgtk=AFLRE72BNAeNUpe3lNHAfWygDWg5s61g6C38pWTrgfxxps19H-lKL3WJT2q9qfuAnyUrMYzKauAwZGKwurm9y7Rg5vuTzMObAhu-fJi_700KfOfiKN2dWe4ZsMYS4TSZqgf_iqgQX2lY&source=gbs_api;;;384;en;;;;;;Browning,Christopher R.;HarperCollins;"Europe;Germany;History;Military;Social Science;Violence in Society;World War II";;read;2022-09-06;2022-09-11
2023-03-12;2023-03-23;109B653C-F16C-453B-A6F6-18D396F7CCC6;rqIiAQAAIAAJ;GOOGLE_BOOKS;Paulus;;http://books.google.de/books?id=rqIiAQAAIAAJ&q=Diedrich+paulus&dq=Diedrich+paulus&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;3506764039;9783506764034;2008-01-01;"Friedrich Paulus (1890-1957) zählt zu den bekann-testen, aber auch umstrittensten Heerführern des Zwei-ten Weltkriegs. Sein Name ist untrennbar mit der Schlacht um Stalingrad und mit dem Untergang seiner 6. Armee verbunden. Das Drama von Stalingrad markierte den Wendepunkt des Krieges - auch für Paulus. Als er am 31. Januar 1943 in den Ruinen der Stadt kapitulierte und für 10 Jahre in russische Gefangenschaft ging, endete eine glänzende Karriere. Er wandelte sich zum Geg-ner Hitlers; 1953 ging er in die DDR, in deren Dienst er sich nehmen ließ - ein Abschnitt seines Lebens, der völlig unbekannt geblieben ist. Torsten Diedrichs fesselnde Biographie ist die erste vollständige Darstellung von Paulus' Lebensweg - vor Stalingrad und danach. Sie räumt mit vielen Vorurtei-len auf und gibt Einblick in das Denken und Handeln eines Mannes, der deutsche Geschichte mitschrieb und dabei zu einer tragischen Figur wurde.";http://books.google.com/books/content?id=rqIiAQAAIAAJ&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE73XOuGXRJ5zwfAJbnfkqVx1Vs4gtRPWZtNxrkzQaSQDKQB1C2mwIO_5tPCK3W4vIQha4KN6oafR-pjVVBKDZu41EixKr0eAmTmd2OYOrJGGQElQMgz9OX3iAVV78nyRtROw3-Om&source=gbs_api;http://books.google.com/books/content?id=rqIiAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;612;de;;;;;;Diedrich,Torsten;Brill Schoningh;Germany;;read;2023-03-13;2023-03-22
2023-04-12;2023-04-16;9C491826-1368-438A-9AAA-3F42F8097001;TXVOnQEACAAJ;GOOGLE_BOOKS;Pearl Harbor;;http://books.google.de/books?id=TXVOnQEACAAJ&dq=Th%C3%BCrk+pear+harbor&hl=&cd=1&source=gbs_api;BOOKSHELF;PAPERBACK;;;1980-01-01;;;;;;169;de;;;;;;Thürk,Harry;Militärverlag der DDR;;;read;2023-04-12;2023-04-16
2022-12-15;2022-12-17;9D529541-B8F8-40E3-B37E-3902CC67646A;Zbk1uGU3BG4C;GOOGLE_BOOKS;Platons Apologie, Kriton;;http://books.google.de/books?id=Zbk1uGU3BG4C&q=Platons+apologie+otto+kiefer&dq=Platons+apologie+otto+kiefer&hl=&cd=3&source=gbs_api;BOOKSHELF;PAPERBACK;;;1915-01-01;;http://books.google.com/books/content?id=Zbk1uGU3BG4C&printsec=frontcover&img=1&zoom=2&imgtk=AFLRE72HW6xGyPTHY6IVHwtuTsOxQGKeuVYTAL2woJ4LY6a8_GyIgRCbcOKn6Bu3xr64caCoyOgzxkwHhUbllPz_AjXJqVho-atb6_xFy0YYZikP9GfrdjbXAGm2KoBd7AYzt5XBauPh&source=gbs_api;http://books.google.com/books/content?id=Zbk1uGU3BG4C&printsec=frontcover&img=1&zoom=1&source=gbs_api;;;84;de;;;;;;Plato;Diederichs;;;read;2022-12-15;2022-12-17
2021-08-17;2021-08-19;0C82BEE1-BC8A-48EF-AEBE-AA568BFC15D5;yVL6PwAACAAJ;GOOGLE_BOOKS;Psychologie der Massen;;http://books.google.de/books?id=yVL6PwAACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;3868200266;9783868200263;;"GUSTAVE LE BON (1841-1931) Arzt, Ethnologe, Soziologe und Psychologe. Er gilt als Begründer der ""Massenpsychologie"". Sein berühmtes Werk ""Psychologie der Massen"" übte einen nachhaltigen Einfluss in der Wissenschaft und praktischen Politik aus. Dieses Grundlagenwerk der Sozialpsychologie beeinflusste nicht nur Siegmund Freud (""Die Massenpsychologie und die Ich-Analyse""), sondern wurde auch von Politikern und Diktatoren des 20. Jahrhunderts für die Ausarbeitung ihrer Propagandatechniken benutzt.""";;http://books.google.com/books/content?id=yVL6PwAACAAJ&printsec=frontcover&img=1&zoom=1&imgtk=AFLRE72d6PZT17VgdCH8hXSwnt8Gq-_b_9hTFHYqxF_IFd1qbsFqpm_7pe565dLy8qoJr5kgfYTlmpAJ5rir58p1SKYN6doTAxLUFB25sW4rN9N8Lrm6__dHnspkiHNg3fwDkg1-l1uf&source=gbs_api;1.0;;203;de;;;;;;Bon,Gustave Le;Nikol;"Philosophie;Psychology;Social History;Social Science";;read;2021-08-17;2021-08-19
2022-03-21;2022-03-27;0047F59B-C1BD-41B0-99E6-AC94C8C4A201;58hGswEACAAJ;GOOGLE_BOOKS;Religion und Seele in der Psychologie C.G. Jungs;;http://books.google.de/books?id=58hGswEACAAJ&hl=&source=gbs_api;BOOKSHELF;PAPERBACK;;;;;;;4.0;;273;de;;;;;;Schär,Hans;Rascher;;;read;2022-03-21;2022-03-27
